"學年度","學校代碼","學校名稱","等級","僑居地","在學學生人數_男","在學學生人數_女","新生","舊生","上學年度畢業生人數_男","上學年度畢業生人數_女"
112,1050,佛光大學,學士,緬甸,1,1,0,2,0,0
112,1050,佛光大學,學士,印尼,1,6,3,4,2,1
112,1050,佛光大學,學士,日本,1,1,0,2,0,0
112,1050,佛光大學,學士,馬來西亞,26,17,7,36,7,9
112,1050,佛光大學,學士,美國,0,0,0,0,1,0
112,1050,佛光大學,學士,阿根廷,1,1,0,2,0,0
112,1051,台南應用科技大學,學士,印尼,0,1,0,1,0,0
112,1051,台南應用科技大學,學士,日本,1,1,0,2,0,0
112,1051,台南應用科技大學,學士,馬來西亞,6,5,2,9,1,2
112,1052,遠東科技大學,碩士,緬甸,0,1,0,1,0,0
112,1052,遠東科技大學,學士,印尼,11,7,0,18,2,0
112,1052,遠東科技大學,學士,越南,0,0,0,0,0,2
112,1053,元培醫事科技大學,學士,印尼,13,11,24,0,0,0
112,1053,元培醫事科技大學,學士,馬來西亞,2,4,4,2,0,0
112,1053,元培醫事科技大學,學士,越南,2,3,5,0,0,0
112,1054,景文科技大學,學士,緬甸,2,1,1,2,0,1
112,1054,景文科技大學,學士,印尼,2,2,2,2,0,1
112,1054,景文科技大學,學士,南韓,1,1,0,2,0,0
112,1054,景文科技大學,學士,馬來西亞,19,15,8,26,3,9
112,1054,景文科技大學,學士,泰國,0,1,0,1,0,0
112,1054,景文科技大學,學士,越南,9,18,3,24,0,0
112,1055,中華醫事科技大學,學士,馬來西亞,2,2,2,2,0,2
112,1055,中華醫事科技大學,學士,越南,0,1,0,1,0,0
112,1056,東南科技大學,碩士,越南,1,0,0,1,0,0
112,1056,東南科技大學,學士,緬甸,32,32,20,44,0,0
112,1056,東南科技大學,學士,印尼,15,17,3,29,3,3
112,1056,東南科技大學,學士,日本,1,0,0,1,0,0
112,1056,東南科技大學,學士,馬來西亞,30,28,2,56,9,4
112,1056,東南科技大學,學士,菲律賓,3,2,0,5,0,0
112,1056,東南科技大學,學士,越南,97,143,57,183,1,1
112,1057,德明財經科技大學,學士,緬甸,1,0,0,1,0,0
112,1057,德明財經科技大學,學士,印尼,0,2,0,2,0,1
112,1057,德明財經科技大學,學士,馬來西亞,1,0,1,0,0,0
112,1057,德明財經科技大學,學士,越南,4,5,2,7,0,0
112,1058,明道大學,碩士,越南,0,0,0,0,0,1
112,1058,明道大學,學士,印尼,4,8,0,12,4,8
112,1058,明道大學,學士,馬來西亞,1,1,0,2,3,3
112,1058,明道大學,學士,越南,0,1,0,1,0,0
112,1060,南開科技大學,碩士,馬來西亞,3,0,2,1,0,0
112,1060,南開科技大學,碩士,菲律賓,1,0,1,0,0,0
112,1060,南開科技大學,學士,印尼,20,0,3,17,0,0
112,1060,南開科技大學,學士,馬來西亞,44,11,8,47,11,1
112,1060,南開科技大學,學士,越南,3,1,2,2,0,0
112,1061,中華科技大學,碩士,印尼,1,0,0,1,0,0
112,1061,中華科技大學,碩士,馬來西亞,0,0,0,0,1,0
112,1061,中華科技大學,學士,緬甸,0,1,0,1,0,0
112,1061,中華科技大學,學士,印尼,1,0,0,1,0,0
112,1061,中華科技大學,學士,馬來西亞,2,0,0,2,0,0
112,1061,中華科技大學,學士,越南,7,5,3,9,0,0
112,1061,中華科技大學,學士,美國,0,0,0,0,1,0
112,1062,僑光科技大學,學士,印尼,25,20,44,1,0,0
112,1062,僑光科技大學,學士,馬來西亞,5,5,5,5,0,0
112,1062,僑光科技大學,學士,泰國,0,6,6,0,0,0
112,1062,僑光科技大學,學士,越南,3,6,8,1,0,0
112,1062,僑光科技大學,學士,比利時,0,1,0,1,0,0
112,1063,育達科技大學,碩士,緬甸,0,1,0,1,0,0
112,1063,育達科技大學,碩士,馬來西亞,0,0,0,0,1,0
112,1064,美和科技大學,碩士,馬來西亞,1,0,1,0,0,0
112,1065,吳鳳科技大學,學士,緬甸,0,1,1,0,0,1
112,1065,吳鳳科技大學,學士,印尼,2,3,1,4,0,0
112,1065,吳鳳科技大學,學士,馬來西亞,10,2,0,12,3,1
112,1065,吳鳳科技大學,學士,越南,117,88,50,155,16,20
112,1066,環球科技大學,學士,印尼,2,1,0,3,1,2
112,1066,環球科技大學,學士,馬來西亞,1,0,0,1,6,4
112,1066,環球科技大學,學士,越南,0,0,0,0,3,3
112,1067,台灣首府大學,碩士,馬來西亞,0,0,0,0,1,0
112,1067,台灣首府大學,學士,印尼,0,0,0,0,7,5
112,1067,台灣首府大學,學士,馬來西亞,0,0,0,0,1,1
112,1067,台灣首府大學,學士,越南,0,0,0,0,0,3
112,1069,修平科技大學,學士,緬甸,0,1,1,0,0,0
112,1069,修平科技大學,學士,柬埔寨,3,6,9,0,0,0
112,1069,修平科技大學,學士,印尼,10,6,12,4,0,0
112,1069,修平科技大學,學士,越南,14,12,26,0,0,0
112,1070,長庚科技大學,學士,緬甸,1,1,2,0,0,0
112,1070,長庚科技大學,學士,印尼,0,3,2,1,0,0
112,1070,長庚科技大學,學士,馬來西亞,1,4,2,3,0,0
112,1071,臺北城市科技大學,碩士,馬來西亞,1,0,0,1,0,0
112,1071,臺北城市科技大學,學士,緬甸,5,5,1,9,0,1
112,1071,臺北城市科技大學,學士,印尼,11,2,1,12,0,1
112,1071,臺北城市科技大學,學士,馬來西亞,14,11,6,19,1,2
112,1071,臺北城市科技大學,學士,菲律賓,2,0,0,2,0,0
112,1071,臺北城市科技大學,學士,泰國,1,1,0,2,0,0
112,1071,臺北城市科技大學,學士,越南,3,8,3,8,1,14
112,1071,臺北城市科技大學,學士,美國,1,0,0,1,0,0
112,1072,敏實科技大學,學士,馬來西亞,1,0,0,1,0,0
112,1073,醒吾科技大學,碩士,越南,0,0,0,0,1,0
112,1073,醒吾科技大學,學士,緬甸,5,2,1,6,0,0
112,1073,醒吾科技大學,學士,印尼,56,109,61,104,15,16
112,1073,醒吾科技大學,學士,馬來西亞,19,10,10,19,2,3
112,1073,醒吾科技大學,學士,越南,1,6,1,6,0,0
112,1073,醒吾科技大學,學士,尼加拉瓜,0,1,0,1,0,0
112,1075,文藻外語大學,碩士,印尼,0,2,0,2,0,0
112,1075,文藻外語大學,學士,緬甸,1,0,0,1,0,0
112,1075,文藻外語大學,學士,印尼,2,1,1,2,0,2
112,1075,文藻外語大學,學士,日本,1,2,0,3,0,1
112,1075,文藻外語大學,學士,馬來西亞,3,1,1,3,0,3
112,1075,文藻外語大學,學士,泰國,1,2,0,3,0,0
112,1075,文藻外語大學,學士,越南,0,3,0,3,0,1
112,1075,文藻外語大學,學士,法國,2,0,1,1,0,0
112,1075,文藻外語大學,學士,哥斯大黎加,0,1,1,0,0,0
112,1075,文藻外語大學,學士,阿根廷,1,3,0,4,0,0
112,1075,文藻外語大學,學士,巴西,2,0,0,2,0,0
112,1075,文藻外語大學,學士,巴拉圭,1,0,0,1,0,0
112,1075,文藻外語大學,學士,秘魯,0,0,0,0,0,1
112,1076,華夏科技大學,學士,緬甸,9,0,0,9,0,0
112,1076,華夏科技大學,學士,越南,2,0,0,2,0,0
112,1077,慈濟科技大學,碩士,馬來西亞,1,1,2,0,1,0
112,1077,慈濟科技大學,學士,印尼,0,1,0,1,0,0
112,1077,慈濟科技大學,學士,馬來西亞,6,10,2,14,5,3
112,1077,慈濟科技大學,學士,泰國,2,6,4,4,0,1
112,1078,致理科技大學,碩士,越南,1,1,2,0,0,0
112,1078,致理科技大學,學士,印尼,3,4,1,6,0,0
112,1078,致理科技大學,學士,馬來西亞,2,0,0,2,0,0
112,1078,致理科技大學,學士,泰國,0,2,0,2,0,1
112,1078,致理科技大學,學士,越南,2,0,2,0,0,0
112,1078,致理科技大學,學士,南非,1,0,0,1,0,0
112,1079,康寧大學,學士,馬來西亞,0,0,0,0,0,1
112,1080,宏國德霖科技大學,學士,緬甸,0,1,1,0,0,0
112,1080,宏國德霖科技大學,學士,印尼,2,3,2,3,0,1
112,1080,宏國德霖科技大學,學士,馬來西亞,13,11,5,19,1,1
112,1080,宏國德霖科技大學,學士,越南,1,0,0,1,0,0
112,1081,東方設計大學,學士,緬甸,1,0,0,1,0,0
112,1081,東方設計大學,學士,印尼,1,0,0,1,0,0
112,1082,崇右影藝科技大學,學士,馬來西亞,2,1,0,3,0,0
112,1083,台北海洋科技大學,學士,緬甸,0,1,1,0,0,1
112,1083,台北海洋科技大學,學士,印尼,5,2,0,7,0,0
112,1083,台北海洋科技大學,學士,馬來西亞,6,7,5,8,2,2
112,1083,台北海洋科技大學,學士,泰國,0,0,0,0,0,1
112,1084,亞東科技大學,學士,印尼,8,5,13,0,0,0
112,1084,亞東科技大學,學士,日本,0,1,1,0,0,0
112,1084,亞東科技大學,學士,馬來西亞,2,0,1,1,0,0
112,1084,亞東科技大學,學士,菲律賓,0,3,3,0,0,0
112,1084,亞東科技大學,學士,越南,25,19,42,2,0,0
112,1084,亞東科技大學,學士,巴西,1,0,1,0,0,0
112,1125,中信金融管理學院,學士,馬來西亞,1,0,1,0,0,0
112,1183,黎明技術學院,學士,緬甸,8,17,13,12,0,0
112,1183,黎明技術學院,學士,柬埔寨,1,1,2,0,0,0
112,1183,黎明技術學院,學士,印尼,7,13,19,1,0,0
112,1183,黎明技術學院,學士,馬來西亞,13,12,4,21,3,4
112,1183,黎明技術學院,學士,菲律賓,0,2,2,0,0,0
112,1183,黎明技術學院,學士,泰國,3,2,3,2,0,0
112,1183,黎明技術學院,學士,越南,65,68,82,51,0,0
112,1185,德育護理健康學院,學士,印尼,71,76,94,53,0,0
112,1185,德育護理健康學院,學士,馬來西亞,2,0,0,2,2,0
112,1195,馬偕醫學院,碩士,緬甸,0,1,1,0,0,0
112,1195,馬偕醫學院,學士,南韓,1,0,0,1,0,1
112,1195,馬偕醫學院,學士,馬來西亞,0,1,1,0,0,0
112,1195,馬偕醫學院,學士,加拿大,0,1,0,1,0,0
112,1196,法鼓文理學院,博士,厄瓜多,0,1,0,1,0,0
112,1196,法鼓文理學院,碩士,馬來西亞,0,2,0,2,0,0
112,1196,法鼓文理學院,碩士,美國,1,0,1,0,0,0
112,1282,馬偕醫護管理專科學校,學士,緬甸,0,1,1,0,0,0
112,1289,育英醫護管理專科學校,學士,日本,0,0,0,0,0,1
112,1R02,基督教台灣浸會神學院,碩士,緬甸,0,1,0,1,0,0
112,1R03,臺北基督學院,學士,馬來西亞,0,1,0,1,0,0
112,1R06,一貫道崇德學院,碩士,美國,0,1,0,1,0,0
112,3002,臺北市立大學,碩士,緬甸,0,1,0,1,0,0
112,3002,臺北市立大學,碩士,馬來西亞,7,8,6,9,2,1
112,3002,臺北市立大學,碩士,越南,0,1,0,1,0,0
112,3002,臺北市立大學,碩士,南非,0,0,0,0,0,1
112,3002,臺北市立大學,碩士,義大利,0,1,0,1,0,0
112,3002,臺北市立大學,學士,緬甸,4,4,6,2,1,3
112,3002,臺北市立大學,學士,印尼,1,3,0,4,0,0
112,3002,臺北市立大學,學士,日本,1,1,0,2,0,0
112,3002,臺北市立大學,學士,馬來西亞,12,20,3,29,3,4
112,3002,臺北市立大學,學士,泰國,0,2,0,2,0,0
112,3002,臺北市立大學,學士,越南,1,2,1,2,2,0
112,3002,臺北市立大學,學士,模里西斯,1,0,0,1,0,0
112,3002,臺北市立大學,學士,南非,1,0,1,0,0,0
112,3002,臺北市立大學,學士,英國,1,0,0,1,0,0
112,3002,臺北市立大學,學士,美國,1,1,1,1,0,0
112,3002,臺北市立大學,學士,厄瓜多,0,1,0,1,0,0
